word	total	char_fix	char_issue	ne_score	ne_label
Capris	1			0.7	namedEntity
Caps	1			0.10	noun
Captain	1			0.7	namedEntity
Capuletti	1			0.7	namedEntity
Capuziner-Munke	1			0.7	namedEntity
Caravaggio	1			0.7	namedEntity
Caravanes	1			0.10	noun
Caresse	1			0.7	namedEntity
Carità	1			0.7	namedEntity
Carls	1			0.10	noun
Carmin	1			0.10	noun
Carnevals-Dag	1			0.7	namedEntity
Carnevals-Liv	1			0.7	namedEntity
Carnevalsdag	1			0.7	namedEntity
Carnevalsdragt	1			0.10	noun
Caro	1			0.7	namedEntity
Carol	1			0.7	namedEntity
Carracci	1			0.7	namedEntity
Carrara	1			0.7	namedEntity
Carri	1			0.7	namedEntity
Carriere	1			0.10	noun
Carton	1			0.10	noun
Carvalho	1			0.7	namedEntity
Caryatide	1			0.10	noun
Casalis-Tuteins	1			0.7	namedEntity
Cascades	1			0.7	namedEntity
Casibus	1			0.7	namedEntity
Casorti	1			0.7	namedEntity
Caspar	1			0.7	namedEntity
Cassel	1			0.7	namedEntity
Castello	1			0.7	namedEntity
Castenskjold	1			0.7	namedEntity
Castigat	1			0.7	namedEntity
Castilhos	1			0.7	namedEntity
Castor	1			0.7	namedEntity
Cathago	1			0.7	namedEntity
Catholicisme	1			0.7	namedEntity
Cathrine	1			0.7	namedEntity
Cavalier-Kjole	1			0.7	namedEntity
Cavatine	1			0.10	noun
Cecropia	1			0.7	namedEntity
Cederskove	1			0.7	namedEntity
Cellevæv	1			0.7	namedEntity
CenciBekjendt	1			0.7	namedEntity
Cencis	1			0.7	namedEntity
Cenerentola	1			0.7	namedEntity
Centrale	1			0.10	noun
Centrifugalkraft	1			0.10	noun
Cephisus	1			0.7	namedEntity
Cerberus	1			0.10	noun
Cerigo	1			0.7	namedEntity
Cesar	1			0.7	namedEntity
Cette	1			0.7	namedEntity
Cetti	1			0.7	namedEntity
Champagne-Straale	1			0.7	namedEntity
Chapon	1			0.7	namedEntity
Characteristisk	1			0.7	namedEntity
Charons	1			0.7	namedEntity
Chartreuse	1			0.10	noun
Chasseur	1			0.7	namedEntity
Chatol	1			0.10	noun
Che	1			0.7	namedEntity
Cherubssværd	1			0.7	namedEntity
Chiavica	1			0.7	namedEntity
Chicane	1			0.7	namedEntity
Chicorierod	1			0.7	namedEntity
Chiffoniere	1			0.7	namedEntity
Chilian	1			0.7	namedEntity
Chimborasso	1			0.7	namedEntity
Chinesere	1			0.7	namedEntity
Chiron	1			0.7	namedEntity
Chloroform	1			0.7	namedEntity
Cholera-Syge	1			0.7	namedEntity
Cholera-Tid	1			0.7	namedEntity
Cholkis-Roma	1			0.7	namedEntity
Chor-Sang	1			0.7	namedEntity
Chor-Stole	1			0.7	namedEntity
Choral	1			0.7	namedEntity
Choral-Musik	1			0.7	namedEntity
Choral-Sang	1			0.7	namedEntity
Chordreng	1			0.7	namedEntity
Christelig	1			0.7	namedEntity
Christeligt	1			0.7	namedEntity
Christen-Daab	1			0.7	namedEntity
Christen-Drot	1			0.7	namedEntity
Christen-Sjel	1			0.7	namedEntity
Christenfange	1			0.7	namedEntity
Christenmand	1			0.7	namedEntity
Christenskare	1			0.7	namedEntity
Christenthum	1			0.7	namedEntity
Christi-Blodsdraabe	1			0.7	namedEntity
Christianis	1			0.7	namedEntity
Christiansdals	1			0.7	namedEntity
Christikors	1			0.7	namedEntity
Christina	1			0.7	namedEntity
Christmas	1			0.7	namedEntity
Christus-Billede	1			0.7	namedEntity
Christy	1			0.7	namedEntity
Chuzzlewit	1			0.7	namedEntity
Ciaffei	1			0.7	namedEntity
Cichorieblomst	1			0.7	namedEntity
Cigaretto	1			0.7	namedEntity
Cigarfoderal	1			0.7	namedEntity
Circes	1			0.7	namedEntity
Circus	1			0.7	namedEntity
Cirkel	1			0.10	noun
Cirkelgang	1			0.7	namedEntity
Cisterna	1			0.7	namedEntity
Cisternas	1			0.7	namedEntity
Citrontræ	1			0.10	noun
Citys	1			0.10	noun
Civile	1			0.10	noun
Clan	1			0.10	noun
Classes	1			0.10	noun
Classiske	1			0.10	noun
Claveerspil	1			0.10	noun
Cleopatra	1			0.7	namedEntity
Clima	1			0.10	noun
Clock	1			0.7	namedEntity
Co	1			0.10	noun
Colas	1			0.10	noun
Colin	1			0.7	namedEntity
Collega	1			0.10	noun
Collegium	1			0.10	noun
Collinske	1			0.7	namedEntity
Collision	1			0.10	noun
Collonati	1			0.7	namedEntity
Colomba	1			0.7	namedEntity
Colombine	1			0.7	namedEntity
Coloni	1			0.10	noun
Colosseums	1			0.7	namedEntity
Columbines	1			0.7	namedEntity
Comala	1			0.7	namedEntity
Comando	1			0.7	namedEntity
Comedia	1			0.7	namedEntity
Comediespil	1			0.10	noun
Comitee	1			0.10	noun
Commandant	1			0.10	noun
Commando	1			0.10	noun
Commodus	1			0.7	namedEntity
Compas	1			0.10	noun
Componists	1			0.10	noun
Compositionstalent	1			0.7	namedEntity
Con	1			0.7	namedEntity
Concertsal	1			0.10	noun
Conditor-Boutik	1			0.7	namedEntity
Conditori	1			0.10	noun
Conduite	1			0.10	noun
Confect	1			0.10	noun
Conference	1			0.10	noun
Conferensraad	1			0.10	noun
ConfettiConfetti	1			0.7	namedEntity
Confirmant	1			0.7	namedEntity
Congres	1			0.10	noun
Conrad	1			0.7	namedEntity
Conrads	1			0.7	namedEntity
Consistorialraad	1			0.7	namedEntity
Constantins	1			0.7	namedEntity
Constanz	1			0.7	namedEntity
Consulatsskilt	1			0.7	namedEntity
Consuls	1			0.10	noun
Contoirist	1			0.7	namedEntity
Contraband	1			0.7	namedEntity
Contract	1			0.10	noun
Contradands	1			0.10	noun
Contubernal	1			0.10	noun
Contumats	1			0.7	namedEntity
Contumats-Betjente	1			0.7	namedEntity
Conversations-Douchebad	1			0.7	namedEntity
Conversations-Sal	1			0.7	namedEntity
Conversationsliste	1			0.7	namedEntity
Convolvolus	1			0.7	namedEntity
Copi	1			0.10	noun
Copie	1			0.10	noun
Copperfield	1			0.7	namedEntity
Corbelitza	1			0.7	namedEntity
Corday	1			0.7	namedEntity
Cordon	1			0.7	namedEntity
Coreggio	1			0.7	namedEntity
Coriolan	1			0.7	namedEntity
Corneille	1			0.7	namedEntity
Corporal	1			0.10	noun
Correctur	1			0.10	noun
Correggio	1			0.7	namedEntity
Correspondance	1			0.10	noun
Correspondent	1			0.10	noun
Corridor	1			0.10	noun
Corselitze	1			0.7	namedEntity
Corsica	1			0.7	namedEntity
Corvinus	1			0.7	namedEntity
Costantin	1			0.7	namedEntity
Costnitz	1			0.7	namedEntity
Coucou	1			0.7	namedEntity
Coulise	1			0.7	namedEntity
Craigengelts	1			0.7	namedEntity
Credit	1			0.10	noun
Credo	1			0.10	noun
Crinoline-Uhyre	1			0.7	namedEntity
Cromwell	1			0.7	namedEntity
Cronique	1			0.7	namedEntity
Cruz	1			0.7	namedEntity
Cuffert	1			0.10	noun
Cujon	1			0.10	noun
Cultur-Archiv	1			0.7	namedEntity
Cultur-Strømme	1			0.7	namedEntity
Curiosa	1			0.10	noun
Curiøst	1			0.10	noun
Cuur	1			0.10	noun
Cypres-Buske	1			0.7	namedEntity
Cypresbuske	1			0.7	namedEntity
Cyprianus	1			0.7	namedEntity
Cythere	1			0.7	namedEntity
Czar	1			0.7	namedEntity
Czerna	1			0.7	namedEntity
Cølibat	1			0.10	noun
Daabs	1			0.10	noun
Daabspagt	1			0.7	namedEntity
Daare-Anstalt	1			0.7	namedEntity
Daarligdom	1			0.10	noun
Daase	1			0.10	noun
Dacapo	1			0.10	noun
Dafneblad	1			0.7	namedEntity
Daggert	1			0.10	noun
Dagons	1			0.7	namedEntity
Dagskjær	1			0.7	namedEntity
Dagslys	1			0.10	noun
Daguerre	1			0.7	namedEntity
Daguerreotyp	1			0.7	namedEntity
Daguerrotyp	1			0.7	namedEntity
Dagvognskjørsel	1			0.7	namedEntity
Dagværk	1			0.10	noun
Dahl	1			0.7	namedEntity
Daktyle	1			0.7	namedEntity
Dalai	1			0.7	namedEntity
Dalarne	1			0.7	namedEntity
Dalja	1			0.7	namedEntity
Dam	1			0.10	noun
Damascener-Klinge	1			0.8	namedEntity
Damascenerklinge	1			0.8	namedEntity
Dame-Hjerte	1			0.7	namedEntity
Dame-Pige	1			0.7	namedEntity
Dame-Ridedragt	1			0.7	namedEntity
Damehaand	1			0.7	namedEntity
Dames	1			0.10	noun
Dampbaad	1			0.7	namedEntity
Dampfartøi	1			0.7	namedEntity
Dampkjedel	1			0.10	noun
Dampkraft	1			0.10	noun
Dampmaskine	1			0.10	noun
Damps	1			0.10	noun
Dampskibes	1			0.10	noun
Dampskibs	1			0.10	noun
Dampskibs-Fart	1			0.7	namedEntity
Dampskibs-Linie	1			0.7	namedEntity
Dampskibsfart	1			0.7	namedEntity
Dampvogn	1			0.7	namedEntity
Dampvogne	1			0.7	namedEntity
Dan	1			0.10	noun
Danaes	1			0.7	namedEntity
Dandies	1			0.7	namedEntity
Dandse-Skoe	1			0.7	namedEntity
Dandse-Trit	1			0.7	namedEntity
Dandse-Vise	1			0.7	namedEntity
Dandsede	1			0.10	noun
Dandsendes	1			0.10	noun
Dandseplads	1			0.7	namedEntity
Dandsesalon	1			0.7	namedEntity
Dandseskole	1			0.10	noun
Dandys	1			0.10	noun
Danebrogs	1			0.7	namedEntity
Danebrogs-Flag	1			0.7	namedEntity
Danevang	1			0.8	namedEntity
Dangel	1			0.7	namedEntity
Danimarca	1			0.7	namedEntity
Danimarka	1			0.7	namedEntity
Dannebroge	1			0.7	namedEntity
Dannede	1			0.10	noun
Danskes	1			0.10	noun
Daran	1			0.7	namedEntity
Darf	1			0.7	namedEntity
Darnleys	1			0.7	namedEntity
Dat	1			0.10	noun
DatterJfr	1			0.7	namedEntity
Davidsharpe	1			0.7	namedEntity
Declamations	1			0.7	namedEntity
Declamator	1			0.7	namedEntity
Deels	1			0.10	noun
Deep	1			0.7	namedEntity
Degnebolig	1			0.7	namedEntity
Degnefolk	1			0.7	namedEntity
Deigtrug	1			0.7	namedEntity
Deiligst	1			0.10	noun
Dekamarone	1			0.7	namedEntity
Dekamerone	1			0.7	namedEntity
Delbanco	1			0.7	namedEntity
Delicatesse	1			0.7	namedEntity
Deling	1			0.10	noun
Demetri	1			0.7	namedEntity
Demoiselle	1			0.7	namedEntity
Deocletians	1			0.7	namedEntity
Deromme	1			0.10	noun
Derudenfor	1			0.10	noun
Derwisch	1			0.7	namedEntity
Desert	1			0.7	namedEntity
Despotie	1			0.10	noun
Devel	1			0.7	namedEntity
Devrient	1			0.7	namedEntity
Dhawalagiri	1			0.7	namedEntity
Dia	1			0.7	namedEntity
Diadem	1			0.10	noun
Dialect	1			0.10	noun
Diamant-Bryllup	1			0.7	namedEntity
Diamant-Thee	1			0.7	namedEntity
Diamantbryllup	1			0.10	noun
Diamantgardin	1			0.7	namedEntity
Diana	1			0.7	namedEntity
Diavolo	1			0.7	namedEntity
Diaz	1			0.7	namedEntity
Dictat	1			0.10	noun
Didrikstein	1			0.7	namedEntity
Diebitsch	1			0.7	namedEntity
Digeveie	1			0.7	namedEntity
Digtart	1			0.7	namedEntity
Digter-Arbeide	1			0.7	namedEntity
Digter-Sol	1			0.7	namedEntity
Digterart	1			0.7	namedEntity
DigtereOversatte	1			0.7	namedEntity
Digterkald	1			0.7	namedEntity
Digterkrands	1			0.7	namedEntity
Digternatur	1			0.7	namedEntity
Digtertalent	1			0.7	namedEntity
Digtervirksomhed	1			0.7	namedEntity
Digtnings	1			0.10	noun
Dikke	1			0.10	noun
Dile	1			0.7	namedEntity
DilettanterDe	1			0.7	namedEntity
Dina	1			0.7	namedEntity
Dinamarca	1			0.7	namedEntity
Dingel	1			0.7	namedEntity
Dio	1			0.7	namedEntity
Diocletians	1			0.7	namedEntity
Diorama	1			0.7	namedEntity
Direkteur	1			0.10	noun
Discipel	1			0.10	noun
Disciplenes	1			0.10	noun
Dispyt	1			0.7	namedEntity
Dissonants	1			0.7	namedEntity
Distrikt	1			0.10	noun
Ditlev	1			0.8	namedEntity
Ditlew	1			0.7	namedEntity
Divan	1			0.10	noun
Djærvt	1			0.10	noun
Djævels-Maskine	1			0.7	namedEntity
Djævle-Hær	1			0.7	namedEntity
Djævle-Regiment	1			0.7	namedEntity
Djævle-Øine	1			0.7	namedEntity
Djævlehær	1			0.7	namedEntity
Dobbra	1			0.7	namedEntity
Dobroslavich	1			0.7	namedEntity
Doctores	1			0.7	namedEntity
Dolce	1			0.7	namedEntity
Dolke-Blik	1			0.7	namedEntity
Dominichino	1			0.7	namedEntity
Domitianus	1			0.7	namedEntity
Domstol	1			0.10	noun
Donau-Dampskibs	1			0.7	namedEntity
Donau-Dampskibs-Comitee	1			0.7	namedEntity
Donaukort	1			0.7	namedEntity
Donauvand	1			0.7	namedEntity
Donizetti	1			0.7	namedEntity
Donizettis	1			0.7	namedEntity
Donnas	1			0.10	noun
Donnerwort	1			0.7	namedEntity
Donzelli	1			0.7	namedEntity
Dordogne	1			0.7	namedEntity
Dornenkrone	1			0.7	namedEntity
Dorotheas	1			0.7	namedEntity
Dorrit	1			0.7	namedEntity
Dorthe	1			0.7	namedEntity
Dorthea	1			0.7	namedEntity
Dousche	1			0.7	namedEntity
Dovne	1			0.10	noun
Dovre-Fjeld	1			0.7	namedEntity
Dovre-Trold	1			0.7	namedEntity
Drab	1			0.10	noun
Dragehoved	1			0.10	noun
Dragonregiment	1			0.10	noun
Dramatiske	1			0.10	noun
Drapa	1			0.7	namedEntity
Drapperie	1			0.7	namedEntity
Drau	1			0.7	namedEntity
Dreienrundt	1			0.7	namedEntity
Drenge-Aar	1			0.7	namedEntity
Drengeaar	1			0.10	noun
Drengenes	1			0.10	noun
Dressur	1			0.10	noun
Drey	1			0.7	namedEntity
Drikke-Sang	1			0.7	namedEntity
Drikkebrødre	1			0.10	noun
Drikkesal	1			0.7	namedEntity
Drikkeskilling	1			0.10	noun
Dril	1			0.10	noun
Drilleri	1			0.10	noun
Dristigt	1			0.10	noun
Drivere	1			0.10	noun
Drives	1			0.10	noun
Drivhuusplante	1			0.10	noun
Drivt	1			0.7	namedEntity
Drivvaad	1			0.10	noun
Drivvaade	1			0.10	noun
Droskekjørsel	1			0.7	namedEntity
Drossel	1			0.10	noun
Drosselslag	1			0.7	namedEntity
Drue-Blomst	1			0.7	namedEntity
Drum	1			0.7	namedEntity
Dryas	1			0.10	noun
Drypsteens-Hule	1			0.7	namedEntity
Drypsteens-Væld	1			0.7	namedEntity
Drypsteenshule	1			0.10	noun
Dræb	1			0.10	noun
Dræbt	1			0.10	noun
Drømme-Kyst	1			0.7	namedEntity
Drømme-Nisse	1			0.7	namedEntity
Drømmeblik	1			0.7	namedEntity
Drømmes	1			0.10	noun
Drømmeskib	1			0.7	namedEntity
Drømmesyn	1			0.10	noun
Ducati	1			0.7	namedEntity
Duebjerg	1			0.7	namedEntity
Duft-Region	1			0.7	namedEntity
Dufte	1			0.10	noun
Duge	1			0.10	noun
Dukkehoved	1			0.10	noun
Dulm	1			0.10	noun
Dumhed	1			0.10	noun
Dumhoved	1			0.7	namedEntity
Dumpappe	1			0.7	namedEntity
Dumrian	1			0.10	noun
Dunbar	1			0.7	namedEntity
Dunk	1			0.10	noun
Dunkjær	1			0.7	namedEntity
Dunlop	1			0.7	namedEntity
Durand	1			0.7	namedEntity
Durchlaut	1			0.7	namedEntity
Durchstreif	1			0.7	namedEntity
Dusinviis	1			0.10	noun
Dusk	1			0.10	noun
Dussan	1			0.7	namedEntity
Duunhammere	1			0.10	noun
Dvaske	1			0.10	noun
Dvaskhed	1			0.7	namedEntity
Dvæle	1			0.10	noun
Dværg	1			0.10	noun
Dybest	1			0.10	noun
Dyk	1			0.10	noun
Dykke	1			0.10	noun
Dyndklump	1			0.7	namedEntity
Dyndvaade	1			0.7	namedEntity
Dyr-Stykke	1			0.7	namedEntity
Dyrehave	1			0.10	noun
Dyrkampe	1			0.7	namedEntity
Dyvelsdræk	1			0.10	noun
Dæksbaad	1			0.10	noun
Dæksplads	1			0.10	noun
Dæmonisk	1			0.10	noun
Dæmoniske	1			0.10	noun
Dæmpe	1			0.10	noun
Döde	1	Døde	danish_variant_oe	0.10	noun
Dödelige	1	Dødelige	danish_variant_oe	0.10	noun
Dödsfald	1	Dødsfald	danish_variant_oe	0.10	noun
Dødbleghed	1			0.7	namedEntity
Dødningdands	1			0.7	namedEntity
Dødningehoved	1			0.10	noun
Dødninghoved	1			0.7	namedEntity
Dødningvise	1			0.7	namedEntity
Døds-Dom	1			0.7	namedEntity
Døds-Svøb	1			0.7	namedEntity
Døds-Søvn	1			0.7	namedEntity
Dødsangst	1			0.10	noun
Dødsfrygt	1			0.10	noun
Dødsgift	1			0.7	namedEntity
Dødshjem	1			0.7	namedEntity
Dødshug	1			0.7	namedEntity
Dødshymne	1			0.7	namedEntity
Dødskold	1			0.7	namedEntity
Dødskys	1			0.10	noun
Dødsmaskine	1			0.7	namedEntity
Dødsnat	1			0.7	namedEntity
Dødsraab	1			0.7	namedEntity
Dødsstille	1			0.7	namedEntity
Dødsstund	1			0.10	noun
Dødssøvn	1			0.7	namedEntity
Dødstime	1			0.7	namedEntity
Døgnflue	1			0.10	noun
Døm	1			0.10	noun
Dømmes	1			0.10	noun
Dør-Forhæng	1			0.7	namedEntity
Dør-Karme	1			0.7	namedEntity
Dørsvend	1			0.7	namedEntity
Dørteppe	1			0.7	namedEntity
Døv	1			0.10	noun
Ecarté	1			0.7	namedEntity
Eckardt	1			0.7	namedEntity
Eckernførde	1			0.7	namedEntity
Edda-Christendom	1			0.7	namedEntity
Edderduun	1			0.10	noun
Edderkop	1			0.10	noun
Edgars	1			0.7	namedEntity
Edinburg	1			0.8	namedEntity
Edinburgs	1			0.7	namedEntity
Eduards	1			0.7	namedEntity
Edward	1			0.7	namedEntity
Eetvæk	1			0.7	namedEntity
Efteraars-Taage	1			0.7	namedEntity
Efteraarstid	1			0.10	noun
Efterhøst	1			0.7	namedEntity
Efterklang	1			0.10	noun
Efterkommere	1			0.10	noun
Efterlevendes	1			0.10	noun
Eftermiddags	1			0.10	noun
Efternævntes	1			0.10	noun
Eftersnakkere	1			0.10	noun
Eftersyn	1			0.10	noun
Eftertid	1			0.10	noun
Eftertænksomhed	1			0.10	noun
Egeblad	1			0.10	noun
Egeblade	1			0.10	noun
Egede	1			0.7	namedEntity
Egekiste	1			0.7	namedEntity
Egekrands	1			0.7	namedEntity
Egennytte	1			0.10	noun
Egensind	1			0.7	namedEntity
Egent	1			0.10	noun
Egentlige	1			0.10	noun
Egeskud	1			0.7	namedEntity
Egil	1			0.7	namedEntity
Egns	1			0.10	noun
Eh	1			0.7	namedEntity
Ehrenbreitstein	1			0.7	namedEntity
Ehrensvärds	1	Ehrensværds	danish_variant_oe	0.7	namedEntity
Eiderstedt	1			0.7	namedEntity
Eiendommelig	1			0.10	noun
Eigenes	1			0.7	namedEntity
Eines	1			0.7	namedEntity
Eivind	1			0.7	namedEntity
Eje	1			0.10	noun
Elastisk	1			0.10	noun
Eldorado	1			0.10	noun
Electrisk	1			0.10	noun
Elegance	1			0.10	noun
Elegi	1			0.10	noun
Elektromagnetisme	1			0.10	noun
Elements	1			0.10	noun
Eleonora	1			0.7	namedEntity
Elgin	1			0.7	namedEntity
Eline	1			0.7	namedEntity
Elisire	1			0.7	namedEntity
Ellebusk	1			0.7	namedEntity
Ellrichs	1			0.7	namedEntity
Elohim	1			0.7	namedEntity
Elsk	1			0.10	noun
Elskere	1			0.10	noun
Elskerindes	1			0.10	noun
Elskovs-Flamme	1			0.7	namedEntity
Elskovs-Lykke	1			0.7	namedEntity
Elskovs-Sange	1			0.7	namedEntity
Elskovsbreve	1			0.7	namedEntity
Elskværdigste	1			0.10	noun
Elskværdigt	1			0.10	noun
Elvas	1			0.7	namedEntity
Elve	1			0.10	noun
Elverfolk	1			0.10	noun
Elverhöi	1	Elverhøi	danish_variant_oe	0.10	noun
Elverkonges	1			0.10	noun
Emanuel	1			0.7	namedEntity
Emanuels	1			0.7	namedEntity
Embed	1			0.7	namedEntity
Embeds-Jubilæum	1			0.7	namedEntity
Embeds-Klasse	1			0.7	namedEntity
Embedsjubilæum	1			0.7	namedEntity
Embedsmand	1			0.10	noun
Embedsstand	1			0.10	noun
Emina	1			0.7	namedEntity
Eminas	1			0.7	namedEntity
Emir	1			0.10	noun
Emmas	1			0.7	namedEntity
Emmy	1			0.7	namedEntity
Endeel	1			0.7	namedEntity
Endeligt	1			0.10	noun
Endskjøndt	1			0.7	namedEntity
Enearving	1			0.10	noun
Enebærbuske	1			0.10	noun
Energi	1			0.10	noun
Enesteskilling	1			0.8	namedEntity
Enfoldige	1			0.10	noun
Engblomme	1			0.10	noun
Engellændere	1			0.7	namedEntity
Enghave	1			0.7	namedEntity
Engle-Arme	1			0.7	namedEntity
Engle-Børn	1			0.7	namedEntity
Engle-Mund	1			0.7	namedEntity
Engle-Sang	1			0.7	namedEntity
Engle-Trop	1			0.7	namedEntity
Englebarn	1			0.10	noun
Englehoved	1			0.7	namedEntity
Engles	1			0.10	noun
Engleunge	1			0.7	namedEntity
Enkelts	1			0.10	noun
Enkemadame	1			0.7	namedEntity
Enkesorg	1			0.7	namedEntity
Enkestand	1			0.10	noun
Enketid	1			0.7	namedEntity
Enthusiast	1			0.7	namedEntity
Entree	1			0.10	noun
Entroncumento	1			0.7	namedEntity
Entré	1			0.10	noun
Epheu-Ranke	1			0.7	namedEntity
Epheu-smykkede	1			0.7	namedEntity
Epidemi	1			0.10	noun
Epigrammatiske	1			0.10	noun
Epikur	1			0.7	namedEntity
Epikur-Tempel	1			0.7	namedEntity
Epikurs	1			0.7	namedEntity
Epoke	1			0.10	noun
Epos	1			0.10	noun
Eppelin	1			0.7	namedEntity
Eqvipage	1			0.7	namedEntity
Eremit	1			0.10	noun
Eremitbolig	1			0.7	namedEntity
Eremits	1			0.10	noun
Erfarenhed	1			0.10	noun
Erich	1			0.7	namedEntity
Erindrings-Blomst	1			0.7	namedEntity
Erindrings-Skat	1			0.7	namedEntity
Erindringsblad	1			0.7	namedEntity
Erindringsbog	1			0.10	noun
Erindringsskatte	1			0.7	namedEntity
Erke-Nordiskhed	1			0.7	namedEntity
Erkjendes	1			0.10	noun
Erlkönig	1	Erlkønig	danish_variant_oe	0.7	namedEntity
Erscény	1			0.7	namedEntity
Erspäh	1	Erspæh	danish_variant_oe	0.7	namedEntity
Ertsfarve	1			0.7	namedEntity
Erós	1			0.7	namedEntity
Escadre	1			0.7	namedEntity
Escorial	1			0.7	namedEntity
Escorte	1			0.7	namedEntity
Espoir	1			0.7	namedEntity
Estes	1			0.7	namedEntity
Estrella	1			0.7	namedEntity
Euboeas	1			0.7	namedEntity
Eumouth	1			0.7	namedEntity
Euphorion	1			0.7	namedEntity
Europæisk	1			0.10	noun
Euxinus	1			0.7	namedEntity
Evangeliebog	1			0.7	namedEntity
Evangelist	1			0.10	noun
Evas	1			0.10	noun
Eventyr-Historie	1			0.7	namedEntity
Eventyrblomst	1			0.7	namedEntity
Eventyrligt	1			0.10	noun
Evig	1			0.10	noun
Evighedsgrønt	1			0.7	namedEntity
Evigt	1			0.10	noun
Eviva	1			0.7	namedEntity
Ewig	1			0.7	namedEntity
Examens-Prøve	1			0.7	namedEntity
Excistense	1			0.7	namedEntity
Exellence	1			0.7	namedEntity
Existense	1			0.7	namedEntity
Experiment	1			0.10	noun
Exstase	1			0.7	namedEntity
Eymouth	1			0.7	namedEntity
Ezechiel	1			0.7	namedEntity
Faare-Skind	1			0.7	namedEntity
Faarehjord	1			0.10	noun
Faarenes	1			0.10	noun
Faareskind	1			0.10	noun
Faareskindspels	1			0.10	noun
Faars	1			0.10	noun
Fabricat	1			0.7	namedEntity
Fabrikherre	1			0.7	namedEntity
Facta	1			0.10	noun
Faddere	1			0.10	noun
Fadderstads	1			0.7	namedEntity
Fade	1			0.10	noun
Fader-Hjerte	1			0.7	namedEntity
Fader-Øie	1			0.7	namedEntity
Fadere	1			0.7	namedEntity
Fadermund	1			0.7	namedEntity
Fadernavn	1			0.7	namedEntity
Fae	1			0.7	namedEntity
Fakkeldands	1			0.7	namedEntity
Fakkelskin	1			0.7	namedEntity
Falbe	1			0.7	namedEntity
Falderebstrappe	1			0.7	namedEntity
Faldt	1			0.10	noun
Falkestone	1			0.7	namedEntity
Falsk	1			0.10	noun
Falske	1			0.10	noun
Falskeligt	1			0.7	namedEntity
Falskmøntnere	1			0.10	noun
Falstaf	1			0.7	namedEntity
Fama	1			0.7	namedEntity
Familie-Billed	1			0.7	namedEntity
Familie-Spørgsmaal	1			0.7	namedEntity
Familie-Stempel	1			0.7	namedEntity
Familiehuus	1			0.7	namedEntity
Familienavn	1			0.10	noun
Families	1			0.10	noun
Fandt	1			0.10	noun
Fangede	1			0.10	noun
Fangehul	1			0.10	noun
Fangetaarn	1			0.10	noun
Farlige	1			0.10	noun
Farligt	1			0.10	noun
Fartøj	1			0.10	noun
Farvand	1			0.10	noun
Farve-Fyrværkeri	1			0.7	namedEntity
Farve-Glorie	1			0.7	namedEntity
Farve-Pragt	1			0.7	namedEntity
Farve-Rigdom	1			0.7	namedEntity
Farve-Trylleri	1			0.7	namedEntity
Farvei	1			0.7	namedEntity
Farvekasse	1			0.7	namedEntity
Farvelys	1			0.7	namedEntity
Farvemaaned	1			0.7	namedEntity
Farvesands	1			0.10	noun
Farveskjær	1			0.10	noun
Farveskygge	1			0.7	namedEntity
Farvevexel	1			0.7	namedEntity
Fastedag	1			0.10	noun
Fastelavns	1			0.10	noun
Fastelavns-Mandag	1			0.7	namedEntity
Fastelavnsmandag	1			0.10	noun
Fastelavnsriis-Pynt	1			0.7	namedEntity
Fastetid	1			0.10	noun
Fata-Morgana	1			0.7	namedEntity
Fatalisme	1			0.10	noun
Fatalist	1			0.10	noun
Fatima	1			0.7	namedEntity
Fatra	1			0.7	namedEntity
Fatteevne	1			0.10	noun
Fattelige	1			0.10	noun
Fattigs	1			0.10	noun
Fattigste	1			0.10	noun
Favnetag	1			0.7	namedEntity
Faßt	1			0.7	namedEntity
Façade	1			0.7	namedEntity
Feber-Uro	1			0.7	namedEntity
Feberangst	1			0.7	namedEntity
Feberdrøm	1			0.10	noun
Feberdrømme	1			0.10	noun
Febere	1			0.7	namedEntity
Feberkulde	1			0.7	namedEntity
Feberpatient	1			0.7	namedEntity
Fed	1			0.10	noun
Fees	1			0.10	noun
Feiltrin	1			0.10	noun
Feldt-Fod	1			0.7	namedEntity
Feldtraab	1			0.7	namedEntity
Felice	1			0.7	namedEntity
Feliciano	1			0.7	namedEntity
Feltskær	1			0.7	namedEntity
Femogtyvetusind	1			0.7	namedEntity
Fendrik	1			0.7	namedEntity
Fenise	1			0.7	namedEntity
Fenocchi	1			0.7	namedEntity
Ferdinando	1			0.7	namedEntity
Ferdinands	1			0.7	namedEntity
Fergus	1			0.7	namedEntity
Ferie	1			0.10	noun
Ferietid	1			0.10	noun
Ferle	1			0.10	noun
Ferskvands	1			0.10	noun
Ferskvandsfisk	1			0.10	noun
Fest-Dag	1			0.7	namedEntity
Fest-Flag	1			0.7	namedEntity
Fest-Optog	1			0.7	namedEntity
Festbesøg	1			0.7	namedEntity
Festbord	1			0.7	namedEntity
Festdragt	1			0.10	noun
Festino	1			0.7	namedEntity
Festligt	1			0.10	noun
Festlyd	1			0.7	namedEntity
Fetisch	1			0.7	namedEntity
Fezzans	1			0.7	namedEntity
Fidelio	1			0.7	namedEntity
Fidus	1			0.10	noun
Fiduus	1			0.10	noun
Fielding	1			0.7	namedEntity
Fiesco	1			0.7	namedEntity
Fif	1			0.10	noun
Figenblad	1			0.10	noun
Figenblade	1			0.10	noun
Figentræ	1			0.7	namedEntity
Figli	1			0.7	namedEntity
