word	total	char_fix	char_issue	ne_score	ne_label	
Altertavlen	3			0.10	noun	
Alvors-Tanker	3			0.10	noun	
Amerikaner	3			0.10	noun	
Ammen	3			0.10	noun	
Andagten	3			0.10	noun	
Anfægtelser	3			0.10	noun	
Anklerne	3			0.10	noun	
Ankomsten	3			0.10	noun	
Anstrengelse	3			0.10	noun	
Arbeiderne	3			0.10	noun	
Arbeidsfolkene	3			0.10	noun	
Arnen	3			0.10	noun	
Asters	3			0.10	noun	
Astronomien	3			0.10	noun	
August-Aften	3			0.10	noun	
Autoriteter	3			0.10	noun	
Avlsgaarden	3			0.10	noun	
Baaren	3			0.10	noun	
Bajonetter	3			0.10	noun	
Bajonetterne	3			0.10	noun	
Ballonen	3			0.10	noun	
Balsalen	3			0.10	noun	
Banner	3			0.10	noun	
Barmens	3			0.10	noun	
Baronesser	3			0.10	noun	
Bautasteen	3			0.10	noun	
Bebreidelse	3			0.10	noun	
Bedende	3			0.10	noun	
Begeistringens	3			0.10	noun	
Begravelsesdagen	3			0.10	noun	
Begrebet	3			0.10	noun	
Belønning	3			0.10	noun	
Berøringspunktet	3			0.10	noun	
Besiddelse	3			0.10	noun	
Beskeden	3			0.10	noun	
Besvimelse	3			0.10	noun	
Besværlighed	3			0.10	noun	
Besøgende	3			0.10	noun	
Besøgene	3			0.10	noun	
Betjenten	3			0.10	noun	
Betydningen	3			0.10	noun	
Betænkning	3			0.10	noun	
Bien	3			0.10	noun	
Bierne	3			0.10	noun	
Billedhuggerkunsten	3			0.10	noun	
Biskoppens	3			0.10	noun	
Biskopper	3			0.10	noun	
Bjergstien	3			0.10	noun	
Bjælkerne	3			0.10	noun	
Blinket	3			0.10	noun	
Bloddraaber	3			0.10	noun	
Blommer	3			0.10	noun	
Blomstens	3			0.10	noun	
Blomsternes	3			0.10	noun	
Blyanten	3			0.10	noun	
Blylodder	3			0.10	noun	
Blødende	3			0.10	noun	
Boghandler	3			0.10	noun	
Bogskab	3			0.10	noun	
Bomber	3			0.10	noun	
Borgerskabet	3			0.10	noun	
Boutikker	3			0.10	noun	
Broderskab	3			0.10	noun	
Brokker	3			0.10	noun	
Brudens	3			0.10	noun	
Brydning	3			0.10	noun	
Bryllupsdagen	3			0.10	noun	
Bryllupsgjæster	3			0.10	noun	
Brænder	3			0.10	noun	
Brættet	3			0.10	noun	
Brødkrummer	3			0.10	noun	
Buster	3			0.10	noun	
Byers	3			0.10	noun	
Bøgegreen	3			0.10	noun	
Bøgeskoven	3			0.10	noun	
Bøining	3			0.10	noun	
Børnestemmer	3			0.10	noun	
Caffeer	3			0.10	noun	
Capelmester	3			0.10	noun	
Cartonet	3			0.10	noun	
Cedertræer	3			0.10	noun	
Ceremonien	3			0.10	noun	
Ceremonier	3			0.10	noun	
Cigaren	3			0.10	noun	
Colonnerne	3			0.10	noun	
Commers	3			0.10	noun	
Compositionen	3			0.10	noun	
Costumet	3			0.10	noun	
Creaturerne	3			0.10	noun	
Daarekisten	3			0.10	noun	
Dagbladet	3			0.10	noun	
Dagligstuen	3			0.10	noun	
Dalens	3			0.10	noun	
Damernes	3			0.10	noun	
Dampkraften	3			0.10	noun	
Dampmaskinen	3			0.10	noun	
Dampskibets	3			0.10	noun	
Dandsemelodier	3			0.10	noun	
Dandsene	3			0.10	noun	
Datterdatter	3			0.10	noun	
Delen	3			0.10	noun	
Derover	3			0.10	noun	
Dialogen	3			0.10	noun	
Diende	3			0.10	noun	
Digtets	3			0.10	noun	
Disken	3			0.10	noun	
Dolken	3			0.10	noun	
Dommer	3			0.10	noun	
Drabanter	3			0.10	noun	
Dramaer	3			0.10	noun	
Driver	3			0.10	noun	
Drivhusene	3			0.10	noun	
Drosker	3			0.10	noun	
Druerne	3			0.10	noun	
Druidernes	3			0.10	noun	
Drukkenskab	3			0.10	noun	
Duens	3			0.10	noun	
Duet	3			0.10	noun	
Dvælen	3			0.10	noun	
Dybder	3			0.10	noun	
Dyrehaven	3			0.10	noun	
Dæks-Passagerer	3			0.10	noun	
Dødningen	3			0.10	noun	
Ebben	3			0.10	noun	
Efterretningerne	3			0.10	noun	
Elephanter	3			0.10	noun	
Eleverne	3			0.10	noun	
Elskerens	3			0.10	noun	
Elvens	3			0.10	noun	
Elverpigen	3			0.10	noun	
Englænder	3			0.10	noun	
Enten	3			0.10	noun	
Erstatning	3			0.10	noun	
Faarekyllingen	3			0.10	noun	
Fadder	3			0.10	noun	
Faer	3			0.10	noun	
Fangen	3			0.10	noun	
Fangsten	3			0.10	noun	
Fastelavnsriset	3			0.10	noun	
Fasten	3			0.10	noun	
Feberen	3			0.10	noun	
Feer	3			0.10	noun	
Feiltagelse	3			0.10	noun	
Figurerne	3			0.10	noun	
Fiirbenene	3			0.10	noun	
Finder	3			0.10	noun	
Finner	3			0.10	noun	
Fiskerkonen	3			0.10	noun	
Fjeder	3			0.10	noun	
Flitsbuer	3			0.10	noun	
Flodbredden	3			0.10	noun	
Flodleiet	3			0.10	noun	
Fluen	3			0.10	noun	
Flyttedagen	3			0.10	noun	
Flyver	3			0.10	noun	
Fløiter	3			0.10	noun	
Fløitetoner	3			0.10	noun	
Fløitetonerne	3			0.10	noun	
Folianter	3			0.10	noun	
Folkemelodier	3			0.10	noun	
Forbarmende	3			0.10	noun	
Fordærvelse	3			0.10	noun	
Forelskelse	3			0.10	noun	
Forelæser	3			0.10	noun	
Forelæsning	3			0.10	noun	
Forfærdelsens	3			0.10	noun	
Forgreninger	3			0.10	noun	
Forherligelse	3			0.10	noun	
Forholdene	3			0.10	noun	
Forklædet	3			0.10	noun	
Forlægger	3			0.10	noun	
Formerne	3			0.10	noun	
Forsamlingen	3			0.10	noun	
Forskjellen	3			0.10	noun	
Forstaaelse	3			0.10	noun	
Fortjenester	3			0.10	noun	
Fortouget	3			0.10	noun	
Fortsættelse	3			0.10	noun	
Fortæller	3			0.10	noun	
Forventning	3			0.10	noun	
Frankerne	3			0.10	noun	
Franskmanden	3			0.10	noun	
Freden	3			0.10	noun	
Freidighed	3			0.10	noun	
Friherren	3			0.10	noun	
Friser	3			0.10	noun	
Frodighed	3			0.10	noun	
Fruentimmeret	3			0.10	noun	
Frøen	3			0.10	noun	
Fyret	3			0.10	noun	
Fyrstinde	3			0.10	noun	
Fyrtøiet	3			0.10	noun	
Færgemandens	3			0.10	noun	
Følget	3			0.10	noun	
Gabet	3			0.10	noun	
Gallerierne	3			0.10	noun	
Gammen	3			0.10	noun	
Gangene	3			0.10	noun	
Garnet	3			0.10	noun	
Gasbelysning	3			0.10	noun	
Gasflammer	3			0.10	noun	
Gaven	3			0.10	noun	
Gemakker	3			0.10	noun	
Gendarmer	3			0.10	noun	
Generalens	3			0.10	noun	
Genialiteten	3			0.10	noun	
Giveren	3			0.10	noun	
Gjerne	3			0.10	noun	
Gjerninger	3			0.10	noun	
Glaskugler	3			0.10	noun	
Gnisterne	3			0.10	noun	
Graaspurven	3			0.10	noun	
Gravhøien	3			0.10	noun	
Grevinden	3			0.10	noun	
Griller	3			0.10	noun	
Groer	3			0.10	noun	
Grossereren	3			0.10	noun	
Grundstykket	3			0.10	noun	
Grændser	3			0.10	noun	
Grøfter	3			0.10	noun	
Grøfterne	3			0.10	noun	
Guddommelighed	3			0.10	noun	
Gudebillederne	3			0.10	noun	
Guden	3			0.10	noun	
Gudernes	3			0.10	noun	
Guirlande	3			0.10	noun	
Guldfiskene	3			0.10	noun	
Guldgraver	3			0.10	noun	
Gulvets	3			0.10	noun	
Gutterne	3			0.10	noun	
Gylden	3			0.10	noun	
Haarene	3			0.10	noun	
Haler	3			0.10	noun	
Halvdelen	3			0.10	noun	
Handlingens	3			0.10	noun	
Handskemager	3			0.10	noun	
Haser	3			0.10	noun	
Havaalen	3			0.10	noun	
Havfruens	3			0.10	noun	
Havkatten	3			0.10	noun	
Helgenens	3			0.10	noun	
Hemmeligheder	3			0.10	noun	
Hengivelse	3			0.10	noun	
Henrettelse	3			0.10	noun	
Hentydning	3			0.10	noun	
Herremandens	3			0.10	noun	
Hertugdømmerne	3			0.10	noun	
Hestehandler	3			0.10	noun	
Hestetrampen	3			0.10	noun	
Hexens	3			0.10	noun	
Higen	3			0.10	noun	
Hjemkomstens	3			0.10	noun	
Hjerternes	3			0.10	noun	
Hjerteslaget	3			0.10	noun	
Hjælpen	3			0.10	noun	
Hofterne	3			0.10	noun	
Holder	3			0.10	noun	
Holstener	3			0.10	noun	
Hovedfiguren	3			0.10	noun	
Hovedpersonerne	3			0.10	noun	
Hovedstaden	3			0.10	noun	
Hovedvandsægget	3			0.10	noun	
Hulken	3			0.10	noun	
Humleranken	3			0.10	noun	
Hundehullet	3			0.10	noun	
Huulveien	3			0.10	noun	
Huuslærer	3			0.10	noun	
Hverdagslivets	3			0.10	noun	
Hvilen	3			0.10	noun	
Hvinen	3			0.10	noun	
Hyldebusken	3			0.10	noun	
Hyrdinde	3			0.10	noun	
Hælene	3			0.10	noun	
Høidepunktet	3			0.10	noun	
Høiene	3			0.10	noun	
Ildfluer	3			0.10	noun	
Iler	3			0.10	noun	
Inden	3			0.10	noun	
Inderlighedens	3			0.10	noun	
Indhegninger	3			0.10	noun	
Indskibningen	3			0.10	noun	
Indsøer	3			0.10	noun	
Indtrædende	3			0.10	noun	
Indvielse	3			0.10	noun	
Instinctet	3			0.10	noun	
Italiener	3			0.10	noun	
Jagtens	3			0.10	noun	
Jagthundene	3			0.10	noun	
Jernkjæder	3			0.10	noun	
Jernstænger	3			0.10	noun	
Jordlagene	3			0.10	noun	
Juletræets	3			0.10	noun	
Justitsraaden	3			0.10	noun	
Jøden	3			0.10	noun	
Jøderne	3			0.10	noun	
Kakkelovnskrogen	3			0.10	noun	
Kamelen	3			0.10	noun	
Kammeraten	3			0.10	noun	
Kammerpigen	3			0.10	noun	
Kanden	3			0.10	noun	
Kaniner	3			0.10	noun	
Kanonportene	3			0.10	noun	
Karlekammeret	3			0.10	noun	
Kasket	3			0.10	noun	
Kastanietræet	3			0.10	noun	
Kattens	3			0.10	noun	
Kavaleer	3			0.10	noun	
Kedler	3			0.10	noun	
Kirkegangen	3			0.10	noun	
Kirkespiret	3			0.10	noun	
Kisterne	3			0.10	noun	
Kjernen	3			0.10	noun	
Kjæder	3			0.10	noun	
Kjæmpen	3			0.10	noun	
Kjæmpeviser	3			0.10	noun	
Kjæmpeviserne	3			0.10	noun	
Kjærester	3			0.10	noun	
Kjøbstaden	3			0.10	noun	
Kjødet	3			0.10	noun	
Kjølen	3			0.10	noun	
Kjølvandet	3			0.10	noun	
Klager	3			0.10	noun	
Klaret	3			0.10	noun	
Klinken	3			0.10	noun	
Klippeblokkene	3			0.10	noun	
Klokkerens	3			0.10	noun	
Klosterhaven	3			0.10	noun	
Kløften	3			0.10	noun	
Knurren	3			0.10	noun	
Kofter	3			0.10	noun	
Kogger	3			0.10	noun	
Komet	3			0.10	noun	
Kometens	3			0.10	noun	
Kometerne	3			0.10	noun	
Kongerne	3			0.10	noun	
Koppen	3			0.10	noun	
Koraller	3			0.10	noun	
Kostbarheder	3			0.10	noun	
Krabater	3			0.10	noun	
Krabber	3			0.10	noun	
Kudskene	3			0.10	noun	
Kulsækkene	3			0.10	noun	
Kummer	3			0.10	noun	
Kurvene	3			0.10	noun	
Kysser	3			0.10	noun	
Kysset	3			0.10	noun	
Køernes	3			0.10	noun	
Lampens	3			0.10	noun	
Landboerne	3			0.10	noun	
Landskaber	3			0.10	noun	
Landsmandinde	3			0.10	noun	
Lava-Fliser	3			0.10	noun	
Laxen	3			0.10	noun	
Lazarettet	3			0.10	noun	
Leder	3			0.10	noun	
Leen	3			0.10	noun	
Legen	3			0.10	noun	
Leiligheder	3			0.10	noun	
Leverer	3			0.10	noun	
Lidelsens	3			0.10	noun	
Lidende	3			0.10	noun	
Lidenskabens	3			0.10	noun	
Lidenskaber	3			0.10	noun	
Ligheden	3			0.10	noun	
Ligstene	3			0.10	noun	
Liigstene	3			0.10	noun	
Lillier	3			0.10	noun	
Lokken	3			0.10	noun	
Lokkerne	3			0.10	noun	
Lommetørklæder	3			0.10	noun	
Lommetørklædet	3			0.10	noun	
Lorgnet	3			0.10	noun	
Lunde	3			0.10	noun	
Lykkeridder	3			0.10	noun	
Lysekroner	3			0.10	noun	
Lysningen	3			0.10	noun	
Lytter	3			0.10	noun	
Læder	3			0.10	noun	
Læger	3			0.10	noun	
Lægter	3			0.10	noun	
Lærer	3			0.10	noun	
Lærker	3			0.10	noun	
Lærredet	3			0.10	noun	
Løbet	3			0.10	noun	
Løftets	3			0.10	noun	
Løgnens	3			0.10	noun	
Løgner	3			0.10	noun	
Løver	3			0.10	noun	
Løvtræerne	3			0.10	noun	
Madkurven	3			0.10	noun	
Majestæten	3			0.10	noun	
Malerierne	3			0.10	noun	
Mandolinen	3			0.10	noun	
Manerer	3			0.10	noun	
Mangfoldighed	3			0.10	noun	
Manken	3			0.10	noun	
Manuduction	3			0.10	noun	
Manuskriptet	3			0.10	noun	
Marehalmens	3			0.10	noun	
Marionetter	3			0.10	noun	
Markblomster	3			0.10	noun	
Marmorblokken	3			0.10	noun	
Maskinmester	3			0.10	noun	
Matrosernes	3			0.10	noun	
Maureren	3			0.10	noun	
Meddelelse	3			0.10	noun	
Melkebøtter	3			0.10	noun	
Melkeveien	3			0.10	noun	
Mene	3			0.10	noun	
Menneskenaturen	3			0.10	noun	
Menuetten	3			0.10	noun	
Mesteren	3			0.10	noun	
Mindernes	3			0.10	noun	
Ministeren	3			0.10	noun	
Minuttet	3			0.10	noun	
Mirakler	3			0.10	noun	
Modellen	3			0.10	noun	
Moderhjertet	3			0.10	noun	
Moralen	3			0.10	noun	
Morgenstjerne	3			0.10	noun	
Mosters	3			0.10	noun	
Motiver	3			0.10	noun	
Mudder	3			0.10	noun	
Munkens	3			0.10	noun	
Musernes	3			0.10	noun	
Muskler	3			0.10	noun	
Myrter	3			0.10	noun	
Mægter	3			0.10	noun	
Mødets	3			0.10	noun	
Møen	3			0.10	noun	
Møller	3			0.10	noun	
Mølleren	3			0.10	noun	
Nabohusene	3			0.10	noun	
Narren	3			0.10	noun	
Nationens	3			0.10	noun	
Natlampen	3			0.10	noun	
Natravnen	3			0.10	noun	
Naturkræfterne	3			0.10	noun	
Navnets	3			0.10	noun	
Negene	3			0.10	noun	
Negeren	3			0.10	noun	
Nerverne	3			0.10	noun	
Nervernes	3			0.10	noun	
Nomader	3			0.10	noun	
Noveller	3			0.10	noun	
Nummeret	3			0.10	noun	
Nydelse	3			0.10	noun	
Nyet	3			0.10	noun	
Nymaanen	3			0.10	noun	
Nytaarsaften	3			0.10	noun	
Nætterne	3			0.10	noun	
Nætters	3			0.10	noun	
Nøkken	3			0.10	noun	
Officererne	3			0.10	noun	
Officerernes	3			0.10	noun	
Oldtiden	3			0.10	noun	
Omegnens	3			0.10	noun	
Opfindelser	3			0.10	noun	
Opførelse	3			0.10	noun	
Opgangen	3			0.10	noun	
Ophøiet	3			0.10	noun	
Oplæsning	3			0.10	noun	
Oplæsninger	3			0.10	noun	
Opstandelse	3			0.10	noun	
Optegnelser	3			0.10	noun	
Opvarter	3			0.10	noun	
Opvartning	3			0.10	noun	
Ordren	3			0.10	noun	
Organer	3			0.10	noun	
Organet	3			0.10	noun	
Orgelspillet	3			0.10	noun	
Orglet	3			0.10	noun	
Originalen	3			0.10	noun	
Originaler	3			0.10	noun	
Osteriet	3			0.10	noun	
Overmagten	3			0.10	noun	
Overraskende	3			0.10	noun	
Oversvømmelse	3			0.10	noun	
Overtroen	3			0.10	noun	
Overveielse	3			0.10	noun	
Pagtens	3			0.10	noun	
Palmerne	3			0.10	noun	
Pauker	3			0.10	noun	
Peber	3			0.10	noun	
Pebersvendens	3			0.10	noun	
Pebertræer	3			0.10	noun	
Perser	3			0.10	noun	
Pigernes	3			0.10	noun	
Pilen	3			0.10	noun	
Piletræer	3			0.10	noun	
Plader	3			0.10	noun	
Pladsken	3			0.10	noun	
Planken	3			0.10	noun	
Plankerne	3			0.10	noun	
Pleiemoderen	3			0.10	noun	
Pligter	3			0.10	noun	
Postillonens	3			0.10	noun	
Prologen	3			0.10	noun	
Prydelse	3			0.10	noun	
Præstinde	3			0.10	noun	
Puder	3			0.10	noun	
Pulten	3			0.10	noun	
Pusselanker	3			0.10	noun	
Pynten	3			0.10	noun	
Pyramiden	3			0.10	noun	
Raaber	3			0.10	noun	
Rabalder	3			0.10	noun	
Rangen	3			0.10	noun	
Rapsoder	3			0.10	noun	
Recensenter	3			0.10	noun	
Recitativerne	3			0.10	noun	
Regimenter	3			0.10	noun	
Regndraaber	3			0.10	noun	
Regnestykket	3			0.10	noun	
Regningerne	3			0.10	noun	
Regnvandet	3			0.10	noun	
Reisekammeraten	3			0.10	noun	
Renter	3			0.10	noun	
Repertoiret	3			0.10	noun	
Replikker	3			0.10	noun	
Resterne	3			0.10	noun	
Retten	3			0.10	noun	
Rettigheder	3			0.10	noun	
Revlen	3			0.10	noun	
Revnen	3			0.10	noun	
Rimets	3			0.10	noun	
Romancer	3			0.10	noun	
Roulader	3			0.10	noun	
Russeren	3			0.10	noun	
Russerne	3			0.10	noun	
Rustkammer	3			0.10	noun	
Rygter	3			0.10	noun	
Rynker	3			0.10	noun	
Rævens	3			0.10	noun	
Røgskyer	3			0.10	noun	
Røret	3			0.10	noun	
Salens	3			0.10	noun	
Samlingen	3			0.10	noun	
Samlivet	3			0.10	noun	
Sammenligning	3			0.10	noun	
Samtaler	3			0.10	noun	
Samvittigheden	3			0.10	noun	
Sandheder	3			0.10	noun	
Sangene	3			0.10	noun	
Sangeren	3			0.10	noun	
Sceptret	3			0.10	noun	
Seeren	3			0.10	noun	
Selvets	3			0.10	noun	
Senatoren	3			0.10	noun	
Sidegangene	3			0.10	noun	
Siger	3			0.10	noun	
Sindets	3			0.10	noun	
Sirenerne	3			0.10	noun	
Skabelsens	3			0.10	noun	
Skabningen	3			0.10	noun	
Skafterne	3			0.10	noun	
Skaller	3			0.10	noun	
Skibshunden	3			0.10	noun	
Skiftingen	3			0.10	noun	
Skildpadder	3			0.10	noun	
Skildringen	3			0.10	noun	
Skjaldens	3			0.10	noun	
Skjorten	3			0.10	noun	
Skjorter	3			0.10	noun	
Skjorteærmer	3			0.10	noun	
Skjæbnens	3			0.10	noun	
Skjægget	3			0.10	noun	
Skjærmen	3			0.10	noun	
Skjærsommer	3			0.10	noun	
Skjønheder	3			0.10	noun	
Skjørtet	3			0.10	noun	
Skolemesteren	3			0.10	noun	
Skorstenene	3			0.10	noun	
Skotterne	3			0.10	noun	
Skovduerne	3			0.10	noun	
Skovpartier	3			0.10	noun	
Skraaning	3			0.10	noun	
Skranken	3			0.10	noun	
Skribenter	3			0.10	noun	
Skrivelse	3			0.10	noun	
Skræpperne	3			0.10	noun	
Skuespillerne	3			0.10	noun	
Skuffelse	3			0.10	noun	
Skuret	3			0.10	noun	
Slagskygger	3			0.10	noun	
Slots-Capellet	3			0.10	noun	
Slotsgaarden	3			0.10	noun	
Slægtens	3			0.10	noun	
Slægtskab	3			0.10	noun	
Smaa-Puslinger	3			0.10	noun	
Smagen	3			0.10	noun	
Smykker	3			0.10	noun	
Smørret	3			0.10	noun	
Snuden	3			0.10	noun	
Soden	3			0.10	noun	
Soveværelset	3			0.10	noun	
Spadserende	3			0.10	noun	
Spaer	3			0.10	noun	
Spalter	3			0.10	noun	
Spanden	3			0.10	noun	
Spanieren	3			0.10	noun	
Spaniernes	3			0.10	noun	
Spaniolerne	3			0.10	noun	
Speilet	3			0.10	noun	
Spillemændene	3			0.10	noun	
Spisesalen	3			0.10	noun	
Springvandet	3			0.10	noun	
Sprækker	3			0.10	noun	
Spøgen	3			0.10	noun	
Stamfader	3			0.10	noun	
Standser	3			0.10	noun	
Statens	3			0.10	noun	
Stationer	3			0.10	noun	
Statuen	3			0.10	noun	
Stedets	3			0.10	noun	
Steenbroen	3			0.10	noun	
Stemmerne	3			0.10	noun	
Stier	3			0.10	noun	
Stilladset	3			0.10	noun	
Stivelse	3			0.10	noun	
Stoffet	3			0.10	noun	
Strande	3			0.10	noun	
Strækningen	3			0.10	noun	
Strømningerne	3			0.10	noun	
Studiet	3			0.10	noun	
Stænder	3			0.10	noun	
Stævning	3			0.10	noun	
Støien	3			0.10	noun	
Støtten	3			0.10	noun	
Sujet	3			0.10	noun	
Sukken	3			0.10	noun	
Sumpene	3			0.10	noun	
Svalens	3			0.10	noun	
Svanevingerne	3			0.10	noun	
Svinehyrden	3			0.10	noun	
Svingning	3			0.10	noun	
Svovlstikken	3			0.10	noun	
Svøben	3			0.10	noun	
Sygelighed	3			0.10	noun	
Sygesengen	3			0.10	noun	
Syndflodens	3			0.10	noun	
Syngende	3			0.10	noun	
Synken	3			0.10	noun	
Sæbebobler	3			0.10	noun	
Særkeærmer	3			0.10	noun	
Søgen	3			0.10	noun	
Sømanden	3			0.10	noun	
Sømmene	3			0.10	noun	
Sønners	3			0.10	noun	
Søpølser	3			0.10	noun	
Søveien	3			0.10	noun	
Søvnens	3			0.10	noun	
Tableauer	3			0.10	noun	
Talemaaden	3			0.10	noun	
Talemaader	3			0.10	noun	
Tallene	3			0.10	noun	
Tallerken	3			0.10	noun	
Tamburinen	3			0.10	noun	
Teen	3			0.10	noun	
Terrasserne	3			0.10	noun	
Tidsalders	3			0.10	noun	
Tiger	3			0.10	noun	
Tillader	3			0.10	noun	
Tilsætninger	3			0.10	noun	
Tingene	3			0.10	noun	
Tjenerskab	3			0.10	noun	
Tommelfinger	3			0.10	noun	
Torvene	3			0.10	noun	
Trende	3			0.10	noun	
Trinet	3			0.10	noun	
Trommerne	3			0.10	noun	
Trompeten	3			0.10	noun	
Trompeterne	3			0.10	noun	
Trægrupper	3			0.10	noun	
Trækfuglen	3			0.10	noun	
Trællene	3			0.10	noun	
Trøien	3			0.10	noun	
Tulipanerne	3			0.10	noun	
Tykning	3			0.10	noun	
Tyranner	3			0.10	noun	
Tyrefægtning	3			0.10	noun	
Tyvekosterne	3			0.10	noun	
Tyven	3			0.10	noun	
Tømmerne	3			0.10	noun	
Tønde	3			0.10	noun	
Tørvemoser	3			0.10	noun	
Udgaver	3			0.10	noun	
Udmattet	3			0.10	noun	
Udstillingen	3			0.10	noun	
Udødelighedens	3			0.10	noun	
Ulven	3			0.10	noun	
Umulighed	3			0.10	noun	
Underverdenen	3			0.10	noun	
Undseelse	3			0.10	noun	
Undtagen	3			0.10	noun	
Ungdoms-Overmodet	3			0.10	noun	
Universitetets	3			0.10	noun	
Urolighederne	3			0.10	noun	
Urskoven	3			0.10	noun	
Urtekræmmer	3			0.10	noun	
Urten	3			0.10	noun	
Uvenner	3			0.10	noun	
Vaabenstilstanden	3			0.10	noun	
Vabler	3			0.10	noun	
Vandets	3			0.10	noun	
Vandfaldene	3			0.10	noun	
Vandflasken	3			0.10	noun	
Vandreren	3			0.10	noun	
Vedkommende	3			0.10	noun	
Veiene	3			0.10	noun	
Veirmøllen	3			0.10	noun	
Velgjerninger	3			0.10	noun	
Verdensbyen	3			0.10	noun	
Viinmarken	3			0.10	noun	
Vikingens	3			0.10	noun	
Vinteraften	3			0.10	noun	
Vinteraftener	3			0.10	noun	
Vintertiden	3			0.10	noun	
Violiner	3			0.10	noun	
Virkningen	3			0.10	noun	
Visiter	3			0.10	noun	
Voven	3			0.10	noun	
Voxdukken	3			0.10	noun	
Vragstumper	3			0.10	noun	
Vrangen	3			0.10	noun	
Vægterne	3			0.10	noun	
Vækkelse	3			0.10	noun	
Værket	3			0.10	noun	
Værkstedet	3			0.10	noun	
Væsener	3			0.10	noun	
Wienerne	3			0.10	noun	
Æbletræerne	3			0.10	noun	
Ædelstenen	3			0.10	noun	
Æggene	3			0.10	noun	
Ægypter	3			0.10	noun	
Æsler	3			0.10	noun	
Örkenen	3			0.10	noun	
Øxer	3			0.10	noun	
Skov	97			0.10	noun	
Sø	88			0.10	noun	
Mark	56			0.10	noun	
Fædreland	54			0.10	noun	
Person	44			0.10	noun	
Kirkegaard	35			0.10	noun	
Dal	32			0.10	noun	
Bro	30			0.10	noun	
Borg	28			0.10	noun	
Aartusinder	14			0.10	noun	
Aviser	14			0.10	noun	
Ballet	14			0.10	noun	
Baronen	14			0.10	noun	
Bevægelser	14			0.10	noun	
Dagningen	14			0.10	noun	
Desuden	14			0.10	noun	
Diligencen	14			0.10	noun	
Drengens	14			0.10	noun	
Duer	14			0.10	noun	
Efterretning	14			0.10	noun	
Enden	14			0.10	noun	
Flugten	14			0.10	noun	
Forestillinger	14			0.10	noun	
Former	14			0.10	noun	
Forstanden	14			0.10	noun	
Forvisning	14			0.10	noun	
Galleriet	14			0.10	noun	
Gitter	14			0.10	noun	
Gravene	14			0.10	noun	
Guldet	14			0.10	noun	
Himmelen	14			0.10	noun	
Hornet	14			0.10	noun	
Hotellet	14			0.10	noun	
Hundene	14			0.10	noun	
Husker	14			0.10	noun	
Hvilket	14			0.10	noun	
Hylden	14			0.10	noun	
Hyrderne	14			0.10	noun	
Høiden	14			0.10	noun	
Kanoner	14			0.10	noun	
Kapper	14			0.10	noun	
Kjæresten	14			0.10	noun	
Kjøkken	14			0.10	noun	
Klangen	14			0.10	noun	
Koner	14			0.10	noun	
Krattet	14			0.10	noun	
Lidenskab	14			0.10	noun	
Livsens	14			0.10	noun	
Lynet	14			0.10	noun	
Lysets	14			0.10	noun	
Lænkehunden	14			0.10	noun	
Millioner	14			0.10	noun	
Ordets	14			0.10	noun	
Ottende	14			0.10	noun	
Pen	14			0.10	noun	
Personerne	14			0.10	noun	
Pidsken	14			0.10	noun	
Rygtet	14			0.10	noun	
Seiren	14			0.10	noun	
Skorsteen	14			0.10	noun	
Skrigen	14			0.10	noun	
Slutning	14			0.10	noun	
Smerten	14			0.10	noun	
Sollyset	14			0.10	noun	
Sproget	14			0.10	noun	
Stormens	14			0.10	noun	
Taknemmelighed	14			0.10	noun	
Trapper	14			0.10	noun	
Tøiet	14			0.10	noun	
Ugen	14			0.10	noun	
Ungerne	14			0.10	noun	
Velsignet	14			0.10	noun	
Videnskabens	14			0.10	noun	
Violer	14			0.10	noun	
Virkelighed	14			0.10	noun	
Alter	13			0.10	noun	
Atelier	13			0.10	noun	
Banken	13			0.10	noun	
Besøget	13			0.10	noun	
Bibelens	13			0.10	noun	
Billederne	13			0.10	noun	
Blinde	13			0.10	noun	
Bredder	13			0.10	noun	
Buskene	13			0.10	noun	
Byerne	13			0.10	noun	
Bønnen	13			0.10	noun	
Colonner	13			0.10	noun	
Damen	13			0.10	noun	
Dets	13			0.10	noun	
Drengene	13			0.10	noun	
Efteraaret	13			0.10	noun	
Englen	13			0.10	noun	
Enken	13			0.10	noun	
Epilogen	13			0.10	noun	
Faaer	13			0.10	noun	
Farten	13			0.10	noun	
Fartøier	13			0.10	noun	
Fjendens	13			0.10	noun	
Forældrene	13			0.10	noun	
Fruentimmerne	13			0.10	noun	
Frøer	13			0.10	noun	
Geværet	13			0.10	noun	
Gjæsterne	13			0.10	noun	
Graner	13			0.10	noun	
Græsgangen	13			0.10	noun	
Halen	13			0.10	noun	
Helgen	13			0.10	noun	
Helten	13			0.10	noun	
Henrykkelse	13			0.10	noun	
Hestens	13			0.10	noun	
Hjerterne	13			0.10	noun	
Ideen	13			0.10	noun	
Jagten	13			0.10	noun	
Jomfruen	13			0.10	noun	
Juleaften	13			0.10	noun	
Junker	13			0.10	noun	
Kappen	13			0.10	noun	
Kirkerne	13			0.10	noun	
Kjælderen	13			0.10	noun	
Landskabet	13			0.10	noun	
Magter	13			0.10	noun	
Mandens	13			0.10	noun	
Melodien	13			0.10	noun	
Monumenter	13			0.10	noun	
October	13			0.10	noun	
Omgivelse	13			0.10	noun	
Operaen	13			0.10	noun	
Pavens	13			0.10	noun	
Posten	13			0.10	noun	
