word	total	char_fix	char_issue	ne_score	ne_label	
Løgtepælen	1			0.7	namedEntity	
Lønkamret	1			0.7	namedEntity	
Løverdagen	1			0.7	namedEntity	
Løverdags-Udrensning	1			0.7	namedEntity	
Lützen	1		foreign_char	0.7	namedEntity	
Maaneskifter	1			0.7	namedEntity	
Maarkatten	1			0.7	namedEntity	
Maccabæer	1			0.7	namedEntity	
Madmoders	1			0.7	namedEntity	
Madratserne	1			0.7	namedEntity	
Mahomets	1			0.7	namedEntity	
Mai-Tanker	1			0.7	namedEntity	
Maidagsaften	1			0.7	namedEntity	
Mainoterne	1			0.7	namedEntity	
Mainoternes	1			0.7	namedEntity	
Maismarker	1			0.7	namedEntity	
Malmfigurens	1			0.7	namedEntity	
Malmhesten	1			0.7	namedEntity	
Malmkanoner	1			0.7	namedEntity	
Malteserinder	1			0.7	namedEntity	
Maltheser	1			0.7	namedEntity	
Mammuthsdyret	1			0.7	namedEntity	
Mamuths-Knokler	1			0.7	namedEntity	
Manddomsaarene	1			0.7	namedEntity	
Manoeuver	1			0.7	namedEntity	
Manoeuveren	1			0.7	namedEntity	
Manskjetter	1			0.7	namedEntity	
Manuductionstimer	1			0.7	namedEntity	
Manuscriptet	1			0.7	namedEntity	
Mariabilledet	1			0.7	namedEntity	
Marionet-Theatret	1			0.7	namedEntity	
Marionettheater	1			0.7	namedEntity	
Markus-KirkenDe	1			0.7	namedEntity	
Marmor-Amphitheatret	1			0.7	namedEntity	
Marmor-Sarcophager	1			0.7	namedEntity	
Marmorbasinet	1			0.7	namedEntity	
Marmorbuster	1			0.7	namedEntity	
Marmorgruber	1			0.7	namedEntity	
Marmorgruberne	1			0.7	namedEntity	
Marmorklædemonnet	1			0.7	namedEntity	
Marmorklæderne	1			0.7	namedEntity	
Marmorkolonner	1			0.7	namedEntity	
Marmorkummerne	1			0.7	namedEntity	
Marmorkuplen	1			0.7	namedEntity	
Marmormonumentet	1			0.7	namedEntity	
Marmorskikkelse	1			0.7	namedEntity	
Marmorskikkelser	1			0.7	namedEntity	
Marmorstykker	1			0.7	namedEntity	
Marmorvæxter	1			0.7	namedEntity	
Marschner	1			0.7	namedEntity	
Marschners	1			0.7	namedEntity	
Marseilliaisens	1			0.7	namedEntity	
Marsklandsbonde	1			0.7	namedEntity	
Martensens	1			0.7	namedEntity	
Martyrblodet	1			0.7	namedEntity	
Martyrerskaren	1			0.7	namedEntity	
Martyrknoklerne	1			0.7	namedEntity	
Martyrsangen	1			0.7	namedEntity	
Mathematiker	1			0.7	namedEntity	
Maurerfolket	1			0.7	namedEntity	
Mayer	1			0.7	namedEntity	
Medailleuren	1			0.7	namedEntity	
MedardusmarkedDet	1			0.7	namedEntity	
Medhjelper	1			0.7	namedEntity	
Meklenborgerne	1			0.7	namedEntity	
Melancholien	1			0.7	namedEntity	
Melkekamret	1			0.7	namedEntity	
Melkekarrene	1			0.7	namedEntity	
Melodram-Theatrene	1			0.7	namedEntity	
Memnons-Støtten	1			0.7	namedEntity	
Memnons-Søilen	1			0.7	namedEntity	
Memnonssøilen	1			0.7	namedEntity	
Menneskecharacteren	1			0.7	namedEntity	
Menneskehoveder	1			0.7	namedEntity	
Menneskelykken	1			0.7	namedEntity	
Menneskemudderet	1			0.7	namedEntity	
Menschen	1			0.7	namedEntity	
Merovingerne	1			0.7	namedEntity	
Messeniernes	1			0.7	namedEntity	
Messingkronen	1			0.7	namedEntity	
Messingkroner	1			0.7	namedEntity	
Messingskaaler	1			0.7	namedEntity	
Messingtrompet	1			0.7	namedEntity	
Metalgrupperne	1			0.7	namedEntity	
Metalhesten	1			0.7	namedEntity	
Metallampen	1			0.7	namedEntity	
Metalsvinets	1			0.7	namedEntity	
Meyerbeers	1			0.7	namedEntity	
Middelasiens	1			0.7	namedEntity	
Midnattens	1			0.7	namedEntity	
Miglier	1			0.7	namedEntity	
Militair-Etater	1			0.7	namedEntity	
Militairskolen	1			0.7	namedEntity	
Minaretbeboerne	1			0.7	namedEntity	
Mindesøiler	1			0.7	namedEntity	
Mindreaarighed	1			0.7	namedEntity	
Mineraliet	1			0.7	namedEntity	
Minutten	1			0.7	namedEntity	
Misereret	1			0.7	namedEntity	
Mjødhornet	1			0.7	namedEntity	
Mladen	1			0.7	namedEntity	
Modeleerstokken	1			0.7	namedEntity	
Mohren	1			0.7	namedEntity	
Molstrengen	1			0.7	namedEntity	
Moltoner	1			0.7	namedEntity	
Moraspillet	1			0.7	namedEntity	
Morbroder	1			0.7	namedEntity	
Morbærlandet	1			0.7	namedEntity	
Morfader	1			0.7	namedEntity	
Morfaders	1			0.7	namedEntity	
Morgenluftningen	1			0.7	namedEntity	
Mormonlandet	1			0.7	namedEntity	
Mortier	1			0.7	namedEntity	
Mosebakken	1			0.7	namedEntity	
Moseblomsten	1			0.7	namedEntity	
Mosestrækninger	1			0.7	namedEntity	
Mouseliner	1			0.7	namedEntity	
Mouselinet	1			0.7	namedEntity	
Muddren	1			0.7	namedEntity	
Mundkokken	1			0.7	namedEntity	
Musaens	1			0.7	namedEntity	
Musesnuder	1			0.7	namedEntity	
Musikanterens	1			0.7	namedEntity	
Musikhylden	1			0.7	namedEntity	
Musiknumerne	1			0.7	namedEntity	
Muslingskallerne	1			0.7	namedEntity	
Mussulmanden	1			0.7	namedEntity	
Musæumsfondet	1			0.7	namedEntity	
Muurhullerne	1			0.7	namedEntity	
Muurrevnerne	1			0.7	namedEntity	
Muurskrænter	1			0.7	namedEntity	
Mycene	1			0.7	namedEntity	
MyntDet	1			0.7	namedEntity	
Myntstykker	1			0.7	namedEntity	
Myrte-Bouket	1			0.7	namedEntity	
Myrtehækker	1			0.7	namedEntity	
Mythen	1			0.7	namedEntity	
Myther	1			0.7	namedEntity	
Mytilene	1			0.7	namedEntity	
Mäuschen	1		foreign_char	0.7	namedEntity	
Mælarens	1			0.7	namedEntity	
Mælkeportion	1			0.7	namedEntity	
Mæssingknapperne	1			0.7	namedEntity	
Mølleaaen	1			0.7	namedEntity	
Møllebækken	1			0.7	namedEntity	
Müllers	1	Myllers	danish_variant_oe	0.7	namedEntity	
Münchens	1		foreign_char	0.7	namedEntity	
Münchhausens	1		foreign_char	0.7	namedEntity	
Mütter	1	Mytter	danish_variant_oe	0.7	namedEntity	
Naader	1			0.7	namedEntity	
Naades-Beviisninger	1			0.7	namedEntity	
Naboeskab	1			0.7	namedEntity	
Nabofamilierne	1			0.7	namedEntity	
Nabogodset	1			0.7	namedEntity	
Nabohaver	1			0.7	namedEntity	
Nabohønen	1			0.7	namedEntity	
Nabomadamerne	1			0.7	namedEntity	
Nabostrande	1			0.7	namedEntity	
Naglesporene	1			0.7	namedEntity	
Naphtakilden	1			0.7	namedEntity	
Narreklædning	1			0.7	namedEntity	
Narrestræger	1			0.7	namedEntity	
National-Theatret	1			0.7	namedEntity	
Nationaldandsene	1			0.7	namedEntity	
Nationalhuer	1			0.7	namedEntity	
Natsækken	1			0.7	namedEntity	
Natte-Concerter	1			0.7	namedEntity	
Natte-Duggen	1			0.7	namedEntity	
Nattevægteren	1			0.7	namedEntity	
Naturbeskriverens	1			0.7	namedEntity	
Naturdeilighed	1			0.7	namedEntity	
Naturkjøkken	1			0.7	namedEntity	
Naturskattene	1			0.7	namedEntity	
NavnWillenscharen	1			0.7	namedEntity	
Neapolitanerinder	1			0.7	namedEntity	
Neddragen	1			0.7	namedEntity	
Nedtrykkelsens	1			0.7	namedEntity	
Negerfolkets	1			0.7	namedEntity	
Negerfyrsten	1			0.7	namedEntity	
Negerkongens	1			0.7	namedEntity	
Nemes-ember	1			0.7	namedEntity	
Nemi-Søen	1			0.7	namedEntity	
Niagarer	1			0.7	namedEntity	
Nielsens	1			0.7	namedEntity	
Nil-Dalen	1			0.7	namedEntity	
Nil-Landet	1			0.7	namedEntity	
Niobegruppen	1			0.7	namedEntity	
Noer	1			0.7	namedEntity	
Nomadeskaren	1			0.7	namedEntity	
Nonnebakken.Men	1			0.7	namedEntity	
Nord-Italiens	1			0.7	namedEntity	
Nord-Kent-Banen	1			0.7	namedEntity	
Nord-Kent-Jernbanen	1			0.7	namedEntity	
Nordhavs-Øen	1			0.7	namedEntity	
Nordischer	1			0.7	namedEntity	
Norditaliens	1			0.7	namedEntity	
Nordlyskronen	1			0.7	namedEntity	
Nordspanien	1			0.7	namedEntity	
Norlandets	1			0.7	namedEntity	
Nummer-Parquet	1			0.7	namedEntity	
Nutidsdigtning	1			0.7	namedEntity	
Nybodersmandens	1			0.7	namedEntity	
Nyheds-Krammen	1			0.7	namedEntity	
Nürnberger	1	Nyrnberger	danish_variant_oe	0.7	namedEntity	
Officier	1			0.7	namedEntity	
Officiererne	1			0.7	namedEntity	
Oldefaer	1			0.7	namedEntity	
Oldingsalderen	1			0.7	namedEntity	
Oldtids-Theatret	1			0.7	namedEntity	
Oliegryden	1			0.7	namedEntity	
Omfærden	1			0.7	namedEntity	
Omgangsvenner	1			0.7	namedEntity	
Omhvirvlen	1			0.7	namedEntity	
Omhvirvlende	1			0.7	namedEntity	
Omqvædet	1			0.7	namedEntity	
Omstraaler	1			0.7	namedEntity	
Opera-Decoration	1			0.7	namedEntity	
Opfer	1			0.7	namedEntity	
Ophøining	1			0.7	namedEntity	
Opiumsspiser	1			0.7	namedEntity	
Oprullen	1			0.7	namedEntity	
Orangegreen	1			0.7	namedEntity	
Orangehaven	1			0.7	namedEntity	
Orangehaver	1			0.7	namedEntity	
Orangelunde	1			0.7	namedEntity	
Orchestrets	1			0.7	namedEntity	
Ordenskantsler	1			0.7	namedEntity	
Otaheiterinde	1			0.7	namedEntity	
Over-Kraftanstrængelse	1			0.7	namedEntity	
Overfaldshistorier	1			0.7	namedEntity	
Overturen	1			0.7	namedEntity	
Overvurderen	1			0.7	namedEntity	
Oxenstjerner	1			0.7	namedEntity	
Paaskeflammer	1			0.7	namedEntity	
Paaskehøitiden	1			0.7	namedEntity	
Paaskeklokker	1			0.7	namedEntity	
Palliet	1			0.7	namedEntity	
Palmedalens	1			0.7	namedEntity	
Paludan-Müller	1	Paludan-Myller	danish_variant_oe	0.7	namedEntity	
Paludan-Müllers	1	Paludan-Myllers	danish_variant_oe	0.7	namedEntity	
Panther	1			0.7	namedEntity	
Pantser	1			0.7	namedEntity	
Pantserskjorten	1			0.7	namedEntity	
Papiirsbaaden	1			0.7	namedEntity	
Papirtrykker	1			0.7	namedEntity	
Papkinder	1			0.7	namedEntity	
Paradisfuglfjer	1			0.7	namedEntity	
Parfumeurer	1			0.7	namedEntity	
Pariser-Ustillingen	1			0.7	namedEntity	
Pariserdrengen	1			0.7	namedEntity	
Pariserlivet	1			0.7	namedEntity	
Parlementet	1			0.7	namedEntity	
Parquettet	1			0.7	namedEntity	
Partikampene	1			0.7	namedEntity	
PasDet	1			0.7	namedEntity	
Paschaliket	1			0.7	namedEntity	
Passionsrankerne	1			0.7	namedEntity	
Pauls-Kirken	1			0.7	namedEntity	
Pederskirken	1			0.7	namedEntity	
Peermadsens	1			0.7	namedEntity	
Pelasger	1			0.7	namedEntity	
Peltsværket	1			0.7	namedEntity	
Penier	1			0.7	namedEntity	
Perpendikkelens	1			0.7	namedEntity	
Persiens	1			0.7	namedEntity	
Personification	1			0.7	namedEntity	
Peststoffet	1			0.7	namedEntity	
Peterskirkens	1			0.7	namedEntity	
Pfyffer	1			0.7	namedEntity	
Phantasieverden	1			0.7	namedEntity	
Philistrene	1			0.7	namedEntity	
Philosophgangen	1			0.7	namedEntity	
Phoenicier	1			0.7	namedEntity	
Phrenologerne	1			0.7	namedEntity	
Phrænologerne	1			0.7	namedEntity	
Phönizier	1	Phønizier	danish_variant_oe	0.7	namedEntity	
Phønicerne	1			0.7	namedEntity	
Pibningen	1			0.7	namedEntity	
Pickwickklubben	1			0.7	namedEntity	
Pidskesnærten	1			0.7	namedEntity	
Pierroen	1			0.7	namedEntity	
Pigetaarnet	1			0.7	namedEntity	
Piinselsstedet	1			0.7	namedEntity	
PilafDen	1			0.7	namedEntity	
Pilegrimene	1			0.7	namedEntity	
Pileqvistene	1			0.7	namedEntity	
Pinieskoven	1			0.7	namedEntity	
Pinietræer	1			0.7	namedEntity	
Pinietræet	1			0.7	namedEntity	
Pischeræer	1			0.7	namedEntity	
Plainer	1			0.7	namedEntity	
Pleiebroderens	1			0.7	namedEntity	
Pleiefaders	1			0.7	namedEntity	
Poeerne	1			0.7	namedEntity	
Polarfuglen	1			0.7	namedEntity	
Polarfuglene	1			0.7	namedEntity	
Poppegøjen	1			0.7	namedEntity	
Porcelains-Figurer	1			0.7	namedEntity	
Portnerfolkene	1			0.7	namedEntity	
Portugal-Banen	1			0.7	namedEntity	
Posilipo-Grotten	1			0.7	namedEntity	
Pottemagersønnen	1			0.7	namedEntity	
Poul-Møller	1			0.7	namedEntity	
Prager-Theologer	1			0.7	namedEntity	
Pragernes	1			0.7	namedEntity	
Pragtbilledet	1			0.7	namedEntity	
Pragtret	1			0.7	namedEntity	
Pragtruinen	1			0.7	namedEntity	
Praterens	1			0.7	namedEntity	
Presenteerbakken	1			0.7	namedEntity	
Prismaformer	1			0.7	namedEntity	
Privattheater	1			0.7	namedEntity	
Procuratoren	1			0.7	namedEntity	
Program-Givelse	1			0.7	namedEntity	
Prokesch-Ostens	1			0.7	namedEntity	
Prophetflammen	1			0.7	namedEntity	
Proprietairens	1			0.7	namedEntity	
Propylæer	1			0.7	namedEntity	
Propylæerne	1			0.7	namedEntity	
Propylæernes	1			0.7	namedEntity	
Provinds-Byer	1			0.7	namedEntity	
Provindser	1			0.7	namedEntity	
Provindsfolkene	1			0.7	namedEntity	
Provindsroser	1			0.7	namedEntity	
Præstefamiliens	1			0.7	namedEntity	
Præstekongeriget	1			0.7	namedEntity	
Præstemoders	1			0.7	namedEntity	
Psykkevingerne	1			0.7	namedEntity	
Publicummet	1			0.7	namedEntity	
Pulcineller	1			0.7	namedEntity	
Punsche-Bollen	1			0.7	namedEntity	
Punscheglasset	1			0.7	namedEntity	
Purpurbræmmen	1			0.7	namedEntity	
Purpurtepper	1			0.7	namedEntity	
Pyrenæer	1			0.7	namedEntity	
Pyrenæertinden	1			0.7	namedEntity	
Pückler	1		foreign_char	0.7	namedEntity	
Quarantaine-Directeuren	1			0.7	namedEntity	
Queen	1			0.7	namedEntity	
Qvadranter	1			0.7	namedEntity	
Qvarantaine-Mennesker	1			0.7	namedEntity	
Qvarantaineqvalerne	1			0.7	namedEntity	
Qvarteret	1			0.7	namedEntity	
Qvasten	1			0.7	namedEntity	
Qvaster	1			0.7	namedEntity	
Qviddren	1			0.7	namedEntity	
Qvindeskikkelser	1			0.7	namedEntity	
Qvindeskjønheden	1			0.7	namedEntity	
Qvindfolkene	1			0.7	namedEntity	
Qvinkeleren	1			0.7	namedEntity	
Qvinten	1			0.7	namedEntity	
Qvirinal-Exemplaret	1			0.7	namedEntity	
Qvirinalbjerget	1			0.7	namedEntity	
Qvirinalhaven	1			0.7	namedEntity	
Qvistene	1			0.7	namedEntity	
Qvistkammeret	1			0.7	namedEntity	
Qvitteringen	1			0.7	namedEntity	
Qvægets	1			0.7	namedEntity	
Qvæghyrderne	1			0.7	namedEntity	
Qværken	1			0.7	namedEntity	
Raadenskab	1			0.7	namedEntity	
Raadstue-Luften	1			0.7	namedEntity	
RauchDet	1			0.7	namedEntity	
Redacteurerne	1			0.7	namedEntity	
Reddiker	1			0.7	namedEntity	
Redningsraketten	1			0.7	namedEntity	
Reengjøren	1			0.7	namedEntity	
Reformationstiden	1			0.7	namedEntity	
Regentsgangen	1			0.7	namedEntity	
Regisseuren	1			0.7	namedEntity	
Regisseurens	1			0.7	namedEntity	
Reisebesværlighederne	1			0.7	namedEntity	
Reisegjenvordigheder	1			0.7	namedEntity	
Reiseklæderne	1			0.7	namedEntity	
Reiseskizzer	1			0.7	namedEntity	
Reiseuger	1			0.7	namedEntity	
Religionskundskaberne	1			0.7	namedEntity	
Rendestensbrædterne	1			0.7	namedEntity	
Rendezvous-Qvarteer	1			0.7	namedEntity	
Reseder	1			0.7	namedEntity	
Reventlowerne	1			0.7	namedEntity	
Rhinegnen	1			0.7	namedEntity	
Rhinstrømmen	1			0.7	namedEntity	
Rhythmer	1			0.7	namedEntity	
Ricochetter	1			0.7	namedEntity	
Ridderbillederne	1			0.7	namedEntity	
Riddernavnet	1			0.7	namedEntity	
Ridderskikkelse	1			0.7	namedEntity	
Ridderstøvlens	1			0.7	namedEntity	
RigeOriginalen	1			0.7	namedEntity	
Rigsarmeen	1			0.7	namedEntity	
Rigskantsler	1			0.7	namedEntity	
Rime-Djävelen	1	Rime-Djævelen	danish_variant_oe	0.7	namedEntity	
Ritournellen	1			0.7	namedEntity	
Roccoco-Meubler	1			0.7	namedEntity	
Roccoco-Skab	1			0.7	namedEntity	
Rococobygning	1			0.7	namedEntity	
Roeller	1			0.7	namedEntity	
Roening	1			0.7	namedEntity	
Roeskilde-Byen	1			0.7	namedEntity	
Rokkedreierkonen	1			0.7	namedEntity	
Romerbyen	1			0.7	namedEntity	
Romerdrengen	1			0.7	namedEntity	
Romerlandet	1			0.7	namedEntity	
Rosaliefesten	1			0.7	namedEntity	
Rosenhækkerne	1			0.7	namedEntity	
Rosenplet	1			0.7	namedEntity	
Rouen	1			0.7	namedEntity	
Roxens	1			0.7	namedEntity	
Rugageren	1			0.7	namedEntity	
Rusaarene	1			0.7	namedEntity	
RustzukHver	1			0.7	namedEntity	
Rythmers	1			0.7	namedEntity	
Rædsels-Bacchanaler	1			0.7	namedEntity	
Røgelsedampen	1			0.7	namedEntity	
Rølleker	1			0.7	namedEntity	
Rørhytterne	1			0.7	namedEntity	
Rørvæggen	1			0.7	namedEntity	
Røverriddernes	1			0.7	namedEntity	
Røverslottet	1			0.7	namedEntity	
Rübner	1		foreign_char	0.7	namedEntity	
Saakaldet	1			0.7	namedEntity	
Saallerne	1			0.7	namedEntity	
Saamangen	1			0.7	namedEntity	
Sabiner	1			0.7	namedEntity	
Sabinerbjergene	1			0.7	namedEntity	
Sabinerindernes	1			0.7	namedEntity	
Saffians-Støvler	1			0.7	namedEntity	
Sahlgreen	1			0.7	namedEntity	
Saisonnen	1			0.7	namedEntity	
Salamisbugten	1			0.7	namedEntity	
Saltsletterne	1			0.7	namedEntity	
Samfundsclasser	1			0.7	namedEntity	
Samlen	1			0.7	namedEntity	
Samleven	1			0.7	namedEntity	
Sammenkjedning	1			0.7	namedEntity	
Sammenleven	1			0.7	namedEntity	
Sammensmelten	1			0.7	namedEntity	
Sanct-Hansurten	1			0.7	namedEntity	
Sand-Plainen	1			0.7	namedEntity	
Sandhøiden	1			0.7	namedEntity	
Sandhøider	1			0.7	namedEntity	
Sandkegler	1			0.7	namedEntity	
Sandskrænter	1			0.7	namedEntity	
Sandsteen	1			0.7	namedEntity	
Sandsteensklippen	1			0.7	namedEntity	
Sandstötter	1	Sandstøtter	danish_variant_oe	0.7	namedEntity	
Sangbouquet	1			0.7	namedEntity	
Sanscritsproget	1			0.7	namedEntity	
Saugen	1			0.7	namedEntity	
Saugmøllerne	1			0.7	namedEntity	
Saugspaaner	1			0.7	namedEntity	
Sava-Floden	1			0.7	namedEntity	
Scaligernes	1			0.7	namedEntity	
Scechen	1			0.7	namedEntity	
Schachterne	1			0.7	namedEntity	
Schaden	1			0.7	namedEntity	
Schavlet	1			0.7	namedEntity	
Scheweningen	1			0.7	namedEntity	
Schleiden	1			0.7	namedEntity	
Schleswig-Holsteiner	1			0.7	namedEntity	
Schleysner	1			0.7	namedEntity	
Schlotthauer	1			0.7	namedEntity	
Schneer	1			0.7	namedEntity	
Schnellposten	1			0.7	namedEntity	
Schoberlechner	1			0.7	namedEntity	
Schrecken	1			0.7	namedEntity	
Schröder	1		foreign_char	0.7	namedEntity	
Schröders	1		foreign_char	0.7	namedEntity	
Schumacher	1			0.7	namedEntity	
Schweitser-Soldater	1			0.7	namedEntity	
Schweitzer-Charakteren	1			0.7	namedEntity	
Schweitzer-Digteren	1			0.7	namedEntity	
Schweitzer-Soldatens	1			0.7	namedEntity	
Schweitzergardens	1			0.7	namedEntity	
Schweitzerlandet	1			0.7	namedEntity	
Schweitzernes	1			0.7	namedEntity	
Schönen	1		foreign_char	0.7	namedEntity	
Schüler	1		foreign_char	0.7	namedEntity	
Scytherne	1			0.7	namedEntity	
Scythiens	1			0.7	namedEntity	
Seclets	1			0.7	namedEntity	
Secretair-Fruer	1			0.7	namedEntity	
Seelenverkooper	1			0.7	namedEntity	
Segelen	1			0.7	namedEntity	
Seglgarnet	1			0.7	namedEntity	
Seglgarnsbaandet	1			0.7	namedEntity	
Seierherrer	1			0.7	namedEntity	
Seiersbanner	1			0.7	namedEntity	
Seiersgudinden	1			0.7	namedEntity	
Seiersraabet	1			0.7	namedEntity	
Seiersstangen	1			0.7	namedEntity	
Seierstrophæer	1			0.7	namedEntity	
Seinestaden	1			0.7	namedEntity	
Seleknappen	1			0.7	namedEntity	
Seleknapper	1			0.7	namedEntity	
Sengklæder	1			0.7	namedEntity	
Sengklæderne	1			0.7	namedEntity	
Sententser	1			0.7	namedEntity	
Servierens	1			0.7	namedEntity	
Serviernes	1			0.7	namedEntity	
Servierstaden	1			0.7	namedEntity	
Shavlet	1			0.7	namedEntity	
Sidecapellerne	1			0.7	namedEntity	
Sidekamrene	1			0.7	namedEntity	
Signetsamler	1			0.7	namedEntity	
Signoraer	1			0.7	namedEntity	
Silhouetbilleder	1			0.7	namedEntity	
Silkebeenklæder	1			0.7	namedEntity	
Silkeborgskoven	1			0.7	namedEntity	
Silkeforklæder	1			0.7	namedEntity	
Silkeklæder	1			0.7	namedEntity	
Sindskræfter	1			0.7	namedEntity	
Sivbredder	1			0.7	namedEntity	
Sivmatter	1			0.7	namedEntity	
Sivplanter	1			0.7	namedEntity	
Sjæleqvaler	1			0.7	namedEntity	
Sjælerødder	1			0.7	namedEntity	
Sjælsstemning	1			0.7	namedEntity	
Sjælsudtrykket	1			0.7	namedEntity	
SkabeDronning	1			0.7	namedEntity	
Skaldespiller	1			0.7	namedEntity	
Skammelkrogen	1			0.7	namedEntity	
Skandinavien	1			0.7	namedEntity	
Skandinaviens	1			0.7	namedEntity	
Skandsegravning	1			0.7	namedEntity	
SkibetDet	1			0.7	namedEntity	
Skibsroer	1			0.7	namedEntity	
Skibsrummet	1			0.7	namedEntity	
Skibstvebakker	1			0.7	namedEntity	
Skibstvebakkerne	1			0.7	namedEntity	
Skildpadens	1			0.7	namedEntity	
Skildpader	1			0.7	namedEntity	
Skildtet	1			0.7	namedEntity	
Skillestedet	1			0.7	namedEntity	
Skindbetrækket	1			0.7	namedEntity	
Skipperkasten	1			0.7	namedEntity	
SkizzeAnmodet	1			0.7	namedEntity	
Skiællene	1			0.7	namedEntity	
Skiørter	1			0.7	namedEntity	
Skjenker	1			0.7	namedEntity	
Skjermbretter	1			0.7	namedEntity	
Skjermbrætter	1			0.7	namedEntity	
Skjærmbræder	1			0.7	namedEntity	
Skjønhedsfølelse	1			0.7	namedEntity	
Skjønhedslinien	1			0.7	namedEntity	
Skjønhedssløret	1			0.7	namedEntity	
Skolekrogen	1			0.7	namedEntity	
Skoletaget	1			0.7	namedEntity	
SkomagerMagister	1			0.7	namedEntity	
Skomagerkonen	1			0.7	namedEntity	
Skomagerskildtet	1			0.7	namedEntity	
Skotlænderinde	1			0.7	namedEntity	
Skovdeilighed	1			0.7	namedEntity	
Skovherlighed	1			0.7	namedEntity	
Skovhøider	1			0.7	namedEntity	
Skovplantager	1			0.7	namedEntity	
Skrammelkisten	1			0.7	namedEntity	
Skriverbordet	1			0.7	namedEntity	
Skruptudser	1			0.7	namedEntity	
Skruptudserne	1			0.7	namedEntity	
Skræder-Maver	1			0.7	namedEntity	
Skræderdrengen	1			0.7	namedEntity	
Skræderen	1			0.7	namedEntity	
Skræderens	1			0.7	namedEntity	
Skudderne	1			0.7	namedEntity	
Skydehuller	1			0.7	namedEntity	
Skyden	1			0.7	namedEntity	
Skyhimlen	1			0.7	namedEntity	
Skyhøiden	1			0.7	namedEntity	
Skyregionen	1			0.7	namedEntity	
Skyverdenen	1			0.7	namedEntity	
Slambruddet	1			0.7	namedEntity	
Slavindemarkedet	1			0.7	namedEntity	
Slotsbygning	1			0.7	namedEntity	
Slotsvinduerne	1			0.7	namedEntity	
Slutningsscene	1			0.7	namedEntity	
Slyngeplanter	1			0.7	namedEntity	
SlyngeplanterKirken	1			0.7	namedEntity	
Slægtskabsbaandet	1			0.7	namedEntity	
Smaa-Bouquetter	1			0.7	namedEntity	
Smaa-Svibler	1			0.7	namedEntity	
Smaabeen	1			0.7	namedEntity	
Smaabilleder	1			0.7	namedEntity	
Smaae-Blomsterne	1			0.7	namedEntity	
Smaae-Sager	1			0.7	namedEntity	
Smaafornødenheder	1			0.7	namedEntity	
Smaafrøer	1			0.7	namedEntity	
Smaafødder	1			0.7	namedEntity	
Smaagrene	1			0.7	namedEntity	
Smaaherrer	1			0.7	namedEntity	
Smaahistorier	1			0.7	namedEntity	
Smaakirker	1			0.7	namedEntity	
Smaapærer	1			0.7	namedEntity	
Smaarivninger	1			0.7	namedEntity	
Smaaskabninger	1			0.7	namedEntity	
Smaastæder	1			0.7	namedEntity	
Smaataarnene	1			0.7	namedEntity	
Smeltovnen	1			0.7	namedEntity	
SmidrakiDen	1			0.7	namedEntity	
Sneebatterierne	1			0.7	namedEntity	
Sneefnokkene	1			0.7	namedEntity	
Sneglefaer	1			0.7	namedEntity	
Sneglemutter	1			0.7	namedEntity	
SnurrenTugthuset	1			0.7	namedEntity	
Soltemplet	1			0.7	namedEntity	
Sommer-Theater	1			0.7	namedEntity	
Sommerbeholdning	1			0.7	namedEntity	
Sommerforestillingen	1			0.7	namedEntity	
Sommerforestillinger	1			0.7	namedEntity	
Sonnenleitner	1			0.7	namedEntity	
Sonnetter	1			0.7	namedEntity	
Sophie-Kirken	1			0.7	namedEntity	
Sophiemoskeen	1			0.7	namedEntity	
Sorøskovens	1			0.7	namedEntity	
Souffleurens	1			0.7	namedEntity	
Soufleuren	1			0.7	namedEntity	
Soufleurens	1			0.7	namedEntity	
Sovekamret	1			0.7	namedEntity	
Spanderemmen	1			0.7	namedEntity	
Speckter	1			0.7	namedEntity	
Spekhøker	1			0.7	namedEntity	
Spekhøker-Kielderen	1			0.7	namedEntity	
Spekhøkerens	1			0.7	namedEntity	
Spekhøkers	1			0.7	namedEntity	
Spet	1			0.7	namedEntity	
Speziabugten	1			0.7	namedEntity	
Spieler	1			0.7	namedEntity	
Spiseqvartererne	1			0.7	namedEntity	
Spiskammer	1			0.7	namedEntity	
Spitsbergen	1			0.7	namedEntity	
Spratten	1			0.7	namedEntity	
SprogDet	1			0.7	namedEntity	
Sprogfesten	1			0.7	namedEntity	
Spølkommen	1			0.7	namedEntity	
Spølkummen	1			0.7	namedEntity	
Spølkummer	1			0.7	namedEntity	
Sqvadroneren	1			0.7	namedEntity	
Staader	1			0.7	namedEntity	
Stadt-Theater	1			0.7	namedEntity	
Stadtwäldchen	1	Stadtwældchen	danish_variant_oe	0.7	namedEntity	
Standqvarteer	1			0.7	namedEntity	
Statscalenderen	1			0.7	namedEntity	
Stedmoderens	1			0.7	namedEntity	
Steenbordets	1			0.7	namedEntity	
Steencolonner	1			0.7	namedEntity	
Steenfigurens	1			0.7	namedEntity	
Steenfigurer	1			0.7	namedEntity	
Steengelænder	1			0.7	namedEntity	
Steenhytter	1			0.7	namedEntity	
Steenhytterne	1			0.7	namedEntity	
Steenkiler	1			0.7	namedEntity	
Steenliigkister	1			0.7	namedEntity	
Steenskelet	1			0.7	namedEntity	
Steenskorpen	1			0.7	namedEntity	
Steffens	1			0.7	namedEntity	
Stieler	1			0.7	namedEntity	
Stillestaaen	1			0.7	namedEntity	
