tale	old	modern	confidence	method	context
klods-hans	stege	steger	0.80	window	Nu kom den anden Broder. »Her er en forfærdelig Hede!« – sagde han. »Ja, vi stege Hanekyllinger i Dag!« sagde Kongedatte
